,bounding_boxes
362621,"[[0, 818, 2879, 982]]"
362622,"[[1160, 99, 186, 1704]]"
362623,"[[1777, 153, 284, 2608]]"
362616,"[[2, 49, 1977, 980]]"
362568,"[[664, 540, 1280, 1895]]"
362567,"[[925, 750, 1779, 2634]]"
362566,"[[528, 428, 1014, 1503]]"
362512,"[[1152, 1370, 2168, 509]]"
362513,"[[758, 902, 1429, 335]]"
362514,"[[618, 735, 1165, 274]]"
362515,"[[919, 786, 1063, 1065]]"
362516,"[[812, 695, 942, 942]]"
362517,"[[1146, 981, 1328, 1329]]"
362518,"[[835, 714, 966, 967]]"
362519,"[[177, 963, 2795, 949]]"
362520,"[[158, 862, 2506, 852]]"
362521,"[[153, 833, 2416, 820]]"
362522,"[[462, 666, 1940, 1391]]"
362523,"[[454, 654, 1905, 1367]]"
362524,"[[78, 85, 2891, 2930]]"
362525,"[[80, 85, 2948, 2987]]"
362526,"[[63, 69, 2350, 2378]]"
362511,"[[675, 804, 1273, 298]]"
362510,"[[1048, 31, 599, 1580]]"
362509,"[[620, 518, 1980, 780]]"
362508,"[[1024, 687, 887, 692]]"
362492,"[[1599, 1498, 1127, 941]]"
362493,"[[1176, 1101, 828, 690]]"
362494,"[[1210, 1178, 340, 352]]"
362495,"[[1182, 1152, 334, 345]]"
362496,"[[1942, 323, 41, 1882]]"
362497,"[[18, 29, 1776, 1786]]"
362498,"[[21, 32, 2049, 2061]]"
362527,"[[40, 1433, 2843, 1035]]"
362499,"[[625, 603, 1360, 778]]"
362501,"[[774, 26, 1212, 907]]"
362502,"[[1331, 966, 114, 621]]"
362503,"[[1333, 967, 115, 623]]"
362504,"[[2069, 1501, 179, 967]]"
362505,"[[941, 921, 925, 287]]"
362506,"[[1027, 688, 889, 695]]"
362507,"[[906, 608, 784, 613]]"
362500,"[[643, 621, 1401, 801]]"
362490,"[[1254, 605, 101, 914]]"
362528,"[[25, 909, 1805, 657]]"
362530,"[[37, 1328, 2638, 959]]"
362551,"[[25, 941, 2930, 1336]]"
362552,"[[658, 1188, 3438, 1241]]"
362553,"[[404, 733, 2119, 765]]"
362554,"[[596, 1078, 3120, 1126]]"
362555,"[[682, 1232, 3565, 1288]]"
362556,"[[660, 1192, 3452, 1247]]"
362557,"[[0, 1215, 3101, 532]]"
362558,"[[1072, 870, 2063, 3055]]"
362559,"[[880, 716, 1695, 2510]]"
362560,"[[1033, 838, 1987, 2944]]"
362561,"[[716, 582, 1380, 2043]]"
362562,"[[980, 797, 1887, 2795]]"
362563,"[[518, 421, 998, 1478]]"
362564,"[[507, 412, 978, 1449]]"
362565,"[[584, 473, 1122, 1663]]"
362550,"[[39, 1403, 4365, 1991]]"
362549,"[[27, 954, 2966, 1352]]"
362548,"[[37, 1349, 4192, 1911]]"
362547,"[[590, 435, 1360, 1249]]"
362531,"[[25, 906, 1798, 654]]"
362532,"[[28, 1010, 2003, 728]]"
362533,"[[24, 878, 1744, 635]]"
362534,"[[36, 1263, 2506, 911]]"
362535,"[[27, 946, 1879, 684]]"
362536,"[[38, 1340, 2660, 969]]"
362537,"[[29, 1014, 2011, 731]]"
362529,"[[40, 1407, 2792, 1016]]"
362538,"[[40, 1429, 2836, 1031]]"
362540,"[[26, 914, 1815, 660]]"
362541,"[[176, 1279, 320, 95]]"
362542,"[[233, 1697, 425, 125]]"
362543,"[[261, 1896, 474, 140]]"
362544,"[[345, 255, 796, 732]]"
362545,"[[539, 397, 1243, 1142]]"
362546,"[[753, 556, 1735, 1594]]"
362539,"[[26, 924, 1835, 668]]"
362952,"[[8, 1222, 1493, 127]]"
363282,"[[1490, 11, 1304, 848]]"
362954,"[[12, 1674, 2047, 175]]"
363361,"[[2027, 1874, 553, 728]]"
363362,"[[1237, 1144, 338, 444]]"
363363,"[[1796, 1662, 491, 645]]"
363364,"[[1300, 1203, 355, 467]]"
363365,"[[1967, 1820, 537, 706]]"
363366,"[[1230, 1137, 335, 441]]"
363367,"[[1934, 1787, 527, 695]]"
363368,"[[1315, 378, 1390, 1011]]"
363369,"[[2140, 616, 2265, 1646]]"
363370,"[[1986, 571, 2100, 1527]]"
363371,"[[2089, 602, 2210, 1606]]"
363372,"[[1378, 396, 1456, 1059]]"
363373,"[[31, 1325, 2558, 1903]]"
363374,"[[21, 860, 1661, 1236]]"
363375,"[[30, 1320, 2548, 1898]]"
363360,"[[1746, 1615, 476, 627]]"
363376,"[[19, 778, 1503, 1119]]"
363359,"[[1204, 1114, 329, 433]]"
363357,"[[1945, 1798, 530, 698]]"
363342,"[[1171, 1201, 574, 323]]"
363343,"[[1151, 1182, 565, 319]]"
363344,"[[1237, 1270, 608, 343]]"
363345,"[[1264, 1295, 620, 350]]"
363346,"[[424, 908, 1930, 351]]"
363347,"[[403, 863, 1835, 333]]"
363348,"[[806, 706, 1236, 678]]"
363349,"[[699, 614, 1075, 587]]"
363350,"[[12, 686, 2279, 431]]"
363351,"[[873, 386, 1053, 1509]]"
363352,"[[821, 364, 992, 1420]]"
363353,"[[797, 354, 964, 1379]]"
363354,"[[687, 304, 829, 1186]]"
363355,"[[888, 393, 1071, 1534]]"
363356,"[[381, 41, 1326, 1411]]"
363358,"[[1155, 1067, 315, 415]]"
363377,"[[657, 833, 708, 392]]"
363378,"[[8, 915, 1474, 423]]"
363379,"[[1003, 2, 1199, 1954]]"
363400,"[[847, 725, 1145, 476]]"
363401,"[[771, 659, 1042, 433]]"
363402,"[[884, 756, 1194, 496]]"
363403,"[[857, 757, 1132, 592]]"
363404,"[[913, 806, 1206, 630]]"
363405,"[[1221, 1077, 1609, 840]]"
363406,"[[940, 829, 1241, 649]]"
363407,"[[1136, 639, 261, 633]]"
363408,"[[1311, 1102, 1887, 941]]"
363409,"[[1087, 913, 1567, 780]]"
363410,"[[1138, 956, 1638, 816]]"
363411,"[[1078, 906, 1553, 773]]"
363412,"[[63, 284, 2883, 987]]"
363413,"[[60, 274, 2784, 953]]"
363414,"[[46, 212, 2141, 732]]"
363399,"[[895, 766, 1210, 502]]"
363398,"[[893, 763, 1209, 503]]"
363397,"[[873, 746, 1180, 489]]"
363396,"[[826, 706, 1117, 465]]"
363380,"[[847, 2, 1012, 1648]]"
363381,"[[923, 326, 1390, 1391]]"
363382,"[[911, 322, 1369, 1372]]"
363383,"[[782, 276, 1175, 1178]]"
363384,"[[978, 345, 1471, 1474]]"
363385,"[[14, 638, 2956, 954]]"
363386,"[[1175, 8, 375, 1379]]"
363341,"[[1104, 1132, 541, 305]]"
363387,"[[1068, 443, 1273, 311]]"
363389,"[[173, 765, 2130, 511]]"
363390,"[[191, 844, 2351, 564]]"
363391,"[[172, 760, 2117, 507]]"
363392,"[[46, 723, 2983, 1069]]"
363393,"[[42, 674, 2783, 997]]"
363394,"[[48, 751, 3097, 1108]]"
363395,"[[932, 976, 1265, 179]]"
363388,"[[156, 690, 1921, 461]]"
363415,"[[994, 87, 847, 1440]]"
363340,"[[1157, 1187, 568, 321]]"
363338,"[[1147, 1177, 564, 318]]"
363284,"[[1343, 8, 1176, 765]]"
363285,"[[870, 858, 1477, 169]]"
363286,"[[1051, 528, 957, 946]]"
363287,"[[984, 494, 898, 888]]"
363288,"[[1034, 594, 1254, 154]]"
363289,"[[2071, 1191, 2511, 307]]"
363290,"[[1334, 767, 1619, 198]]"
363291,"[[1201, 691, 1457, 179]]"
363292,"[[1243, 715, 1509, 184]]"
363293,"[[1939, 1113, 2351, 288]]"
363294,"[[0, 118, 2727, 2207]]"
363295,"[[0, 124, 2894, 2343]]"
363296,"[[0, 127, 2949, 2386]]"
363297,"[[0, 118, 2739, 2217]]"
363298,"[[0, 115, 2672, 2164]]"
363283,"[[1359, 9, 1190, 774]]"
363299,"[[172, 997, 2750, 269]]"
362336,"[[2, 1030, 2871, 274]]"
363280,"[[72, 76, 2347, 2081]]"
363265,"[[28, 91, 1652, 2138]]"
363266,"[[50, 161, 2932, 3797]]"
363267,"[[50, 158, 2864, 3708]]"
363268,"[[30, 98, 1777, 2299]]"
363269,"[[29, 95, 1727, 2235]]"
363270,"[[32, 103, 1880, 2434]]"
363271,"[[32, 103, 1870, 2423]]"
363272,"[[43, 136, 2489, 3221]]"
363273,"[[46, 146, 2662, 3447]]"
363274,"[[44, 140, 2550, 3299]]"
363275,"[[33, 106, 1924, 2489]]"
363276,"[[466, 740, 1711, 703]]"
363277,"[[623, 1476, 2203, 1518]]"
363278,"[[452, 1069, 1597, 1101]]"
363279,"[[87, 92, 2830, 2508]]"
363281,"[[1407, 10, 1232, 801]]"
363300,"[[171, 995, 2746, 268]]"
363301,"[[843, 1015, 1283, 134]]"
363302,"[[655, 789, 998, 104]]"
363323,"[[792, 7, 758, 1295]]"
363324,"[[1668, 1210, 2889, 280]]"
363325,"[[1105, 801, 1913, 185]]"
363326,"[[1348, 978, 2334, 226]]"
363327,"[[1030, 748, 1787, 172]]"
363328,"[[1476, 1071, 2557, 247]]"
363329,"[[1270, 807, 450, 1083]]"
363330,"[[68, 389, 2540, 1720]]"
363331,"[[70, 400, 2612, 1767]]"
363332,"[[67, 374, 2450, 1659]]"
363333,"[[79, 451, 2954, 1999]]"
363334,"[[68, 388, 2532, 1714]]"
363335,"[[1397, 1058, 1567, 409]]"
363336,"[[48, 1019, 2294, 482]]"
363337,"[[1177, 1208, 579, 325]]"
363322,"[[1059, 10, 1014, 1733]]"
363321,"[[1114, 1018, 1022, 201]]"
363320,"[[908, 829, 832, 164]]"
363319,"[[805, 736, 739, 145]]"
363303,"[[806, 672, 1325, 444]]"
363304,"[[729, 606, 1197, 401]]"
363305,"[[790, 659, 1299, 435]]"
363306,"[[809, 674, 1330, 445]]"
363307,"[[803, 668, 1319, 443]]"
363308,"[[801, 668, 1317, 441]]"
363309,"[[808, 672, 1326, 445]]"
363339,"[[1114, 1142, 546, 309]]"
363310,"[[826, 614, 782, 1299]]"
363312,"[[907, 673, 861, 1427]]"
363313,"[[870, 646, 825, 1369]]"
363314,"[[870, 646, 825, 1369]]"
363315,"[[861, 641, 817, 1356]]"
363316,"[[703, 522, 666, 1105]]"
363317,"[[851, 632, 808, 1339]]"
363318,"[[969, 883, 887, 176]]"
363311,"[[896, 664, 849, 1408]]"
363416,"[[1012, 88, 864, 1469]]"
363417,"[[1054, 93, 900, 1530]]"
363418,"[[528, 46, 449, 766]]"
363516,"[[1163, 1126, 1703, 324]]"
363517,"[[1077, 1042, 1577, 300]]"
363518,"[[1228, 1186, 1796, 343]]"
363519,"[[1147, 344, 504, 1041]]"
363520,"[[1207, 363, 530, 1096]]"
363521,"[[1127, 339, 494, 1024]]"
363522,"[[1191, 358, 523, 1081]]"
363523,"[[1217, 365, 535, 1104]]"
363524,"[[1050, 314, 461, 954]]"
363525,"[[1035, 311, 454, 941]]"
363526,"[[1151, 643, 857, 1165]]"
363527,"[[38, 539, 2559, 1436]]"
363528,"[[906, 668, 968, 1170]]"
363529,"[[1044, 768, 1114, 1348]]"
363530,"[[14, 846, 1699, 1298]]"
363515,"[[2, 67, 1308, 1213]]"
363531,"[[1623, 1569, 1289, 1271]]"
363514,"[[3, 74, 1413, 1312]]"
363512,"[[1158, 1030, 1388, 1020]]"
363497,"[[176, 1129, 1418, 776]]"
363498,"[[819, 828, 2330, 233]]"
363499,"[[763, 771, 2171, 218]]"
363500,"[[703, 711, 2003, 201]]"
363501,"[[313, 7, 2424, 2316]]"
363502,"[[308, 8, 2381, 2276]]"
363503,"[[316, 8, 2444, 2336]]"
363504,"[[479, 13, 3701, 3537]]"
363505,"[[532, 14, 4121, 3938]]"
363506,"[[114, 741, 4270, 2568]]"
363507,"[[73, 480, 2767, 1665]]"
363508,"[[75, 485, 2797, 1683]]"
363509,"[[1390, 1236, 1665, 1224]]"
363510,"[[1695, 1506, 2029, 1490]]"
363511,"[[1926, 1712, 2306, 1693]]"
363513,"[[1830, 1627, 2191, 1609]]"
363532,"[[1064, 1028, 846, 835]]"
363533,"[[1022, 987, 812, 800]]"
363534,"[[960, 928, 762, 752]]"
363555,"[[47, 406, 1791, 1324]]"
363556,"[[49, 419, 1847, 1365]]"
363557,"[[42, 363, 1594, 1178]]"
363558,"[[44, 377, 1660, 1229]]"
363559,"[[50, 421, 1853, 1369]]"
363560,"[[233, 689, 2852, 1051]]"
363561,"[[300, 882, 3654, 1347]]"
363562,"[[195, 574, 2378, 877]]"
363563,"[[729, 192, 1491, 2049]]"
363564,"[[705, 185, 1444, 1983]]"
363565,"[[2, 1327, 1025, 694]]"
363566,"[[2, 1601, 1238, 838]]"
363567,"[[870, 1263, 1721, 325]]"
363568,"[[894, 560, 1099, 1158]]"
363569,"[[821, 514, 1008, 1061]]"
363554,"[[48, 404, 1781, 1316]]"
363553,"[[51, 427, 1884, 1393]]"
363552,"[[49, 421, 1857, 1372]]"
363551,"[[866, 668, 1125, 978]]"
363535,"[[986, 781, 1621, 1119]]"
363536,"[[709, 563, 1169, 805]]"
363537,"[[1828, 2206, 2957, 439]]"
363538,"[[984, 1188, 1594, 237]]"
363539,"[[1116, 1347, 1804, 268]]"
363540,"[[1112, 1340, 1798, 267]]"
363541,"[[1575, 1902, 2548, 379]]"
363496,"[[174, 1118, 1403, 768]]"
363542,"[[1039, 1255, 1682, 250]]"
363544,"[[1110, 1339, 1795, 267]]"
363545,"[[1052, 1270, 1701, 252]]"
363546,"[[1045, 1260, 1689, 250]]"
363547,"[[11, 15, 2984, 1922]]"
363548,"[[8, 13, 2456, 1580]]"
363549,"[[9, 13, 2562, 1650]]"
363550,"[[10, 13, 2683, 1728]]"
363543,"[[1724, 2081, 2789, 413]]"
363495,"[[192, 1230, 1545, 845]]"
363494,"[[296, 1890, 2372, 1298]]"
363493,"[[184, 1174, 1474, 806]]"
363439,"[[1366, 270, 220, 1657]]"
363440,"[[1262, 248, 202, 1531]]"
363441,"[[1361, 268, 218, 1653]]"
363442,"[[1346, 266, 217, 1633]]"
363443,"[[1176, 233, 189, 1428]]"
363444,"[[1984, 520, 785, 2118]]"
363445,"[[1229, 323, 486, 1311]]"
363446,"[[1222, 321, 484, 1304]]"
363447,"[[7, 164, 2738, 2042]]"
363448,"[[9, 173, 2903, 2167]]"
363449,"[[732, 729, 1944, 643]]"
363450,"[[785, 783, 2086, 691]]"
363451,"[[1323, 997, 1856, 953]]"
363452,"[[994, 751, 1395, 716]]"
363453,"[[1913, 1443, 2683, 1379]]"
363438,"[[1285, 253, 206, 1560]]"
363437,"[[1360, 267, 219, 1650]]"
363436,"[[522, 0, 1807, 2762]]"
363435,"[[553, 0, 1909, 2918]]"
363419,"[[1488, 131, 1269, 2159]]"
363420,"[[562, 50, 480, 816]]"
363421,"[[1421, 124, 1211, 2062]]"
363422,"[[856, 74, 729, 1241]]"
363423,"[[1078, 95, 919, 1564]]"
363424,"[[915, 80, 780, 1329]]"
363425,"[[1017, 89, 867, 1478]]"
363454,"[[1986, 1497, 2785, 1431]]"
363426,"[[988, 935, 985, 476]]"
363428,"[[1749, 983, 182, 1272]]"
363429,"[[1611, 906, 167, 1170]]"
363430,"[[48, 1323, 2498, 1766]]"
363431,"[[34, 946, 1788, 1264]]"
363432,"[[33, 945, 1785, 1261]]"
363433,"[[1083, 657, 150, 384]]"
363434,"[[1560, 944, 216, 553]]"
363427,"[[34, 24, 2576, 2152]]"
363264,"[[3, 756, 2738, 1255]]"
363455,"[[134, 834, 2820, 173]]"
363457,"[[1267, 748, 308, 669]]"
363478,"[[787, 648, 1326, 416]]"
363479,"[[1018, 829, 1584, 504]]"
363480,"[[1142, 930, 1775, 567]]"
363481,"[[192, 8, 682, 986]]"
363482,"[[1253, 926, 244, 729]]"
363483,"[[1325, 981, 258, 771]]"
363484,"[[2, 324, 2956, 1883]]"
363485,"[[2, 323, 2947, 1877]]"
363486,"[[2, 315, 2862, 1822]]"
363487,"[[2, 323, 2947, 1877]]"
363488,"[[2, 320, 2918, 1858]]"
363489,"[[179, 1152, 1445, 791]]"
363490,"[[155, 997, 1251, 683]]"
363491,"[[154, 989, 1242, 679]]"
363492,"[[167, 1070, 1343, 734]]"
363477,"[[524, 742, 3082, 516]]"
363476,"[[272, 386, 1603, 268]]"
363475,"[[321, 455, 1891, 315]]"
363474,"[[502, 712, 2953, 494]]"
363458,"[[1407, 531, 1136, 1100]]"
363459,"[[645, 243, 522, 504]]"
363460,"[[1103, 416, 890, 861]]"
363461,"[[1008, 380, 815, 788]]"
363462,"[[1390, 469, 283, 1144]]"
363463,"[[1342, 452, 274, 1105]]"
363464,"[[265, 387, 2636, 867]]"
363456,"[[1325, 783, 322, 699]]"
363465,"[[245, 357, 2426, 799]]"
363467,"[[271, 397, 2693, 886]]"
363468,"[[267, 391, 2658, 875]]"
363469,"[[114, 606, 1790, 1533]]"
363470,"[[897, 142, 1031, 839]]"
363471,"[[1076, 172, 1238, 1008]]"
363472,"[[1140, 182, 1311, 1068]]"
363473,"[[1056, 168, 1216, 990]]"
363466,"[[248, 362, 2463, 810]]"
363263,"[[3, 838, 3030, 1389]]"
363262,"[[2, 806, 2921, 1339]]"
363261,"[[3, 753, 2724, 1249]]"
363052,"[[957, 1059, 1389, 657]]"
363053,"[[906, 1004, 1317, 623]]"
363054,"[[988, 807, 1184, 778]]"
363055,"[[874, 715, 1050, 689]]"
363056,"[[932, 762, 1117, 734]]"
363057,"[[1031, 844, 1236, 811]]"
363058,"[[71, 447, 4729, 2219]]"
363059,"[[47, 297, 3131, 1469]]"
363060,"[[47, 295, 3113, 1460]]"
363061,"[[1223, 61, 498, 2268]]"
363062,"[[1343, 66, 546, 2492]]"
363063,"[[1311, 65, 534, 2433]]"
363064,"[[1263, 63, 515, 2343]]"
363065,"[[1319, 66, 536, 2446]]"
363066,"[[1330, 66, 541, 2467]]"
363051,"[[982, 1089, 1428, 675]]"
363067,"[[0, 651, 2888, 339]]"
363050,"[[918, 1017, 1336, 630]]"
363048,"[[1519, 145, 241, 2391]]"
363033,"[[875, 735, 1026, 479]]"
363034,"[[929, 781, 1089, 508]]"
363035,"[[883, 742, 1036, 482]]"
363036,"[[799, 671, 936, 435]]"
363037,"[[904, 761, 1061, 494]]"
363038,"[[932, 783, 1092, 508]]"
363039,"[[541, 475, 1938, 734]]"
363040,"[[486, 426, 1741, 659]]"
363041,"[[490, 432, 1760, 666]]"
363042,"[[527, 464, 1894, 717]]"
363043,"[[480, 422, 1721, 651]]"
363044,"[[515, 454, 1851, 700]]"
363045,"[[364, 321, 1305, 494]]"
363046,"[[1492, 142, 238, 2350]]"
363047,"[[1519, 145, 241, 2391]]"
363049,"[[1367, 1515, 1986, 938]]"
363068,"[[2631, 5, 733, 653]]"
363069,"[[2603, 4, 727, 647]]"
363070,"[[1638, 2, 456, 408]]"
363091,"[[874, 809, 1153, 456]]"
363092,"[[847, 784, 1118, 442]]"
363093,"[[863, 799, 1139, 451]]"
363094,"[[805, 746, 1065, 422]]"
363095,"[[870, 805, 1150, 455]]"
363096,"[[1639, 12, 497, 1566]]"
363097,"[[1093, 8, 331, 1044]]"
363098,"[[28, 758, 2594, 1050]]"
363099,"[[30, 803, 2750, 1112]]"
363100,"[[28, 737, 2526, 1023]]"
363101,"[[15, 82, 2052, 1076]]"
363102,"[[18, 100, 2523, 1324]]"
363103,"[[27, 154, 3893, 2042]]"
363104,"[[20, 118, 2972, 1559]]"
363105,"[[0, 809, 1409, 268]]"
363090,"[[861, 797, 1136, 450]]"
363089,"[[744, 689, 984, 389]]"
363088,"[[819, 758, 1083, 429]]"
363087,"[[22, 9, 3112, 2252]]"
363071,"[[1687, 2, 470, 420]]"
363072,"[[278, 450, 3015, 1401]]"
363073,"[[9, 720, 2896, 1154]]"
363074,"[[8, 734, 2954, 1178]]"
363075,"[[974, 971, 1133, 545]]"
363076,"[[27, 805, 3544, 940]]"
363077,"[[28, 856, 3763, 997]]"
363032,"[[920, 774, 1080, 502]]"
363078,"[[619, 641, 1165, 136]]"
363080,"[[1253, 648, 1695, 1122]]"
363081,"[[1261, 652, 1707, 1128]]"
363082,"[[954, 493, 1290, 853]]"
363083,"[[1184, 611, 1602, 1059]]"
363084,"[[1251, 647, 1692, 1120]]"
363085,"[[1915, 990, 2592, 1713]]"
363086,"[[770, 694, 1464, 483]]"
363079,"[[816, 843, 1535, 180]]"
363031,"[[918, 773, 1078, 501]]"
363030,"[[792, 954, 1298, 157]]"
363029,"[[822, 990, 1349, 165]]"
362975,"[[810, 433, 1025, 1748]]"
362976,"[[665, 355, 842, 1436]]"
362977,"[[167, 405, 2271, 1920]]"
362978,"[[0, 357, 1638, 666]]"
362979,"[[0, 291, 1332, 542]]"
362980,"[[0, 715, 3265, 1327]]"
362981,"[[0, 821, 3755, 1527]]"
362982,"[[15, 784, 2273, 384]]"
362983,"[[27, 1394, 4038, 682]]"
362984,"[[19, 976, 2829, 478]]"
362985,"[[15, 820, 2376, 401]]"
362986,"[[694, 13, 774, 1052]]"
362987,"[[721, 15, 804, 1092]]"
362988,"[[1815, 1415, 726, 457]]"
362989,"[[1775, 1384, 710, 447]]"
362974,"[[863, 462, 1092, 1865]]"
362973,"[[627, 335, 795, 1356]]"
362972,"[[1436, 1770, 1437, 1031]]"
362971,"[[809, 997, 808, 580]]"
362955,"[[518, 3, 2987, 2690]]"
362956,"[[775, 3, 488, 2020]]"
362957,"[[804, 2, 506, 2098]]"
362958,"[[756, 3, 476, 1973]]"
362959,"[[49, 509, 3872, 1782]]"
362960,"[[17, 1001, 1945, 1691]]"
362961,"[[983, 0, 1247, 1245]]"
362990,"[[1140, 888, 455, 287]]"
362962,"[[1009, 76, 1665, 1252]]"
362964,"[[1393, 261, 165, 1675]]"
362965,"[[1168, 219, 139, 1403]]"
362966,"[[840, 1036, 840, 603]]"
362967,"[[930, 1148, 931, 667]]"
362968,"[[954, 1175, 953, 684]]"
362969,"[[894, 1102, 894, 640]]"
362970,"[[882, 1086, 882, 633]]"
362963,"[[1314, 247, 157, 1579]]"
363106,"[[243, 392, 2471, 2150]]"
362991,"[[1082, 845, 434, 273]]"
362993,"[[1739, 1357, 695, 438]]"
363014,"[[816, 867, 1156, 383]]"
363015,"[[877, 933, 1243, 411]]"
363016,"[[831, 885, 1179, 389]]"
363017,"[[1078, 1106, 459, 179]]"
363018,"[[1093, 1122, 467, 181]]"
363019,"[[1100, 1129, 468, 182]]"
363020,"[[851, 1024, 1395, 170]]"
363021,"[[760, 916, 1247, 151]]"
363022,"[[807, 972, 1323, 162]]"
363023,"[[814, 979, 1334, 162]]"
363024,"[[822, 990, 1349, 165]]"
363025,"[[777, 934, 1273, 154]]"
363026,"[[811, 976, 1331, 162]]"
363027,"[[803, 967, 1315, 160]]"
363028,"[[805, 969, 1319, 160]]"
363013,"[[862, 915, 1220, 403]]"
363012,"[[870, 924, 1233, 408]]"
363011,"[[863, 917, 1223, 404]]"
363010,"[[742, 788, 1051, 348]]"
362994,"[[708, 596, 1237, 779]]"
362995,"[[802, 677, 1403, 883]]"
362996,"[[11, 518, 1559, 781]]"
362997,"[[11, 523, 1577, 791]]"
362998,"[[1016, 349, 1222, 440]]"
362999,"[[1331, 458, 1603, 577]]"
363000,"[[1343, 462, 1616, 581]]"
362992,"[[1224, 955, 489, 309]]"
363001,"[[1313, 453, 1582, 568]]"
363003,"[[1196, 412, 1441, 518]]"
363004,"[[1038, 358, 1249, 449]]"
363005,"[[1215, 417, 1462, 526]]"
363006,"[[1547, 1194, 1203, 841]]"
363007,"[[1228, 948, 954, 666]]"
363008,"[[987, 761, 767, 536]]"
363009,"[[844, 897, 1197, 396]]"
363002,"[[1316, 453, 1585, 571]]"
362953,"[[9, 1232, 1505, 128]]"
363107,"[[1132, 1105, 1496, 845]]"
363109,"[[1552, 1515, 2049, 1157]]"
363207,"[[1196, 1087, 1669, 1402]]"
363208,"[[736, 584, 1217, 405]]"
363209,"[[910, 191, 1292, 2812]]"
363210,"[[951, 200, 1349, 2939]]"
363211,"[[1123, 18, 1069, 1201]]"
363212,"[[1205, 20, 1145, 1288]]"
363213,"[[967, 17, 920, 1033]]"
363214,"[[1182, 20, 1124, 1262]]"
363215,"[[1865, 32, 1775, 1994]]"
363216,"[[1519, 26, 1443, 1622]]"
363217,"[[1431, 1221, 1834, 1103]]"
363218,"[[1198, 1022, 1534, 923]]"
363219,"[[872, 745, 1118, 671]]"
363220,"[[803, 685, 1029, 618]]"
363221,"[[1238, 1057, 1588, 955]]"
363206,"[[1222, 1110, 1707, 1433]]"
363222,"[[253, 393, 963, 389]]"
363205,"[[0, 151, 2395, 1669]]"
363203,"[[0, 153, 2411, 1679]]"
363188,"[[741, 722, 1003, 163]]"
363189,"[[746, 728, 1010, 163]]"
363190,"[[874, 2, 794, 637]]"
363191,"[[2075, 4, 1889, 1516]]"
363192,"[[1127, 2, 1027, 825]]"
363193,"[[1266, 2, 1153, 924]]"
363194,"[[1424, 2, 1296, 1039]]"
363195,"[[1254, 3, 1142, 915]]"
363196,"[[1185, 3, 1079, 865]]"
363197,"[[1264, 2, 1150, 923]]"
363198,"[[1052, 1, 957, 768]]"
363199,"[[1794, 794, 956, 1311]]"
363200,"[[1151, 510, 613, 841]]"
363201,"[[918, 406, 488, 669]]"
363202,"[[0, 201, 3167, 2205]]"
363204,"[[0, 202, 3201, 2230]]"
363223,"[[263, 412, 1006, 407]]"
363224,"[[1106, 196, 552, 1742]]"
363225,"[[1114, 196, 556, 1755]]"
363246,"[[42, 941, 2247, 1188]]"
363247,"[[45, 1007, 2400, 1269]]"
363248,"[[48, 1062, 2535, 1340]]"
363249,"[[46, 1023, 2441, 1290]]"
363250,"[[45, 1016, 2422, 1280]]"
363251,"[[46, 1030, 2457, 1299]]"
363252,"[[63, 1391, 3320, 1756]]"
363253,"[[63, 1391, 3320, 1756]]"
363254,"[[1355, 607, 392, 1390]]"
363255,"[[1119, 502, 325, 1146]]"
363256,"[[1182, 530, 344, 1213]]"
363257,"[[5, 1289, 4667, 2140]]"
363258,"[[3, 812, 2937, 1346]]"
363259,"[[3, 810, 2931, 1344]]"
363260,"[[3, 725, 2627, 1205]]"
363245,"[[1232, 20, 910, 1698]]"
363244,"[[1252, 20, 924, 1725]]"
363243,"[[1355, 22, 1000, 1866]]"
363242,"[[1314, 21, 970, 1809]]"
363226,"[[1188, 209, 595, 1874]]"
363227,"[[1028, 181, 513, 1620]]"
363228,"[[1198, 211, 600, 1889]]"
363229,"[[1175, 208, 586, 1851]]"
363230,"[[1158, 205, 579, 1825]]"
363231,"[[495, 33, 1803, 2255]]"
363232,"[[528, 35, 1925, 2406]]"
363187,"[[1760, 0, 624, 523]]"
363233,"[[464, 31, 1694, 2118]]"
363235,"[[2044, 32, 1510, 2818]]"
363236,"[[1127, 17, 832, 1553]]"
363237,"[[1090, 17, 806, 1502]]"
363238,"[[1132, 17, 837, 1561]]"
363239,"[[1148, 18, 849, 1583]]"
363240,"[[1203, 20, 889, 1658]]"
363241,"[[1895, 30, 1399, 2610]]"
363234,"[[1746, 28, 1290, 2408]]"
363186,"[[1815, 0, 642, 539]]"
363185,"[[1850, 0, 656, 550]]"
363184,"[[1634, 0, 580, 486]]"
363130,"[[1029, 987, 895, 550]]"
363131,"[[972, 931, 846, 520]]"
363132,"[[930, 891, 810, 497]]"
363133,"[[939, 899, 816, 502]]"
363134,"[[914, 875, 794, 488]]"
363135,"[[911, 873, 792, 487]]"
363136,"[[286, 79, 3126, 3045]]"
363137,"[[212, 59, 2315, 2254]]"
363138,"[[196, 55, 2150, 2094]]"
363139,"[[199, 55, 2167, 2110]]"
363140,"[[216, 61, 2362, 2302]]"
363141,"[[327, 92, 3574, 3481]]"
363142,"[[154, 43, 1690, 1647]]"
363143,"[[1240, 667, 429, 1449]]"
363144,"[[1337, 617, 495, 1105]]"
363129,"[[1048, 1006, 913, 560]]"
363128,"[[1367, 25, 212, 2770]]"
